27595;2019; 1; 1; 0; 3;0;0; -8.5;0; 83;0;1028.9;0
27595;2019; 1; 1; 3; 2;0;0; -8.9;0; 83;0;1028.7;0
27595;2019; 1; 1; 6; 2;0;0;-11.6;0; 85;0;1028.8;0
27595;2019; 1; 1; 9; 0;0;0;-12.0;0; 82;0;1028.0;0
27595;2019; 1; 1;12; 3;0;0; -9.4;0; 83;0;1027.2;0
27595;2019; 1; 1;15; 2;0;0;-10.5;0; 82;0;1026.2;0
27595;2019; 1; 1;18; 3;0;0;-14.0;0; 85;0;1024.8;0
27595;2019; 1; 1;21; 2;0;0;-11.2;0; 85;0;1024.0;0
27595;2019; 1; 2; 0; 2;0;0;-10.4;0; 85;0;1023.3;0
27595;2019; 1; 2; 3; 2;0;0; -9.5;0; 87;0;1022.8;0
27595;2019; 1; 2; 6; 2;0;0; -8.1;0; 92;0;1023.3;0
27595;2019; 1; 2; 9; 2;0;0; -5.0;0; 94;0;1022.7;0
27595;2019; 1; 2;12; 2;0;0; -4.9;0; 91;0;1023.0;0
27595;2019; 1; 2;15; 3;0;0; -5.5;0; 90;0;1023.6;0
27595;2019; 1; 2;18; 3;0;0; -5.6;0; 90;0;1024.0;0
27595;2019; 1; 2;21; 3;0;0; -6.0;0; 89;0;1024.6;0
27595;2019; 1; 3; 0; 2;0;0; -5.6;0; 87;0;1024.9;0
27595;2019; 1; 3; 3; 2;0;0; -5.7;0; 90;0;1025.3;0
27595;2019; 1; 3; 6; 2;0;0; -5.6;0; 90;0;1026.2;0
27595;2019; 1; 3; 9; 2;0;0; -4.5;0; 90;0;1026.2;0
27595;2019; 1; 3;12; 2;0;0; -5.2;0; 88;0;1027.0;0
27595;2019; 1; 3;15; 1;0;0; -5.6;0; 88;0;1027.3;0
27595;2019; 1; 3;18; 1;0;0; -5.9;0; 89;0;1027.4;0
27595;2019; 1; 3;21; 2;0;0; -6.5;0; 89;0;1027.3;0
27595;2019; 1; 4; 0; 3;0;0; -6.9;0; 88;0;1026.8;0
27595;2019; 1; 4; 3; 3;0;0; -7.4;0; 90;0;1024.9;0
27595;2019; 1; 4; 6; 3;0;0; -7.0;0; 90;0;1024.0;0
27595;2019; 1; 4; 9; 3;0;0; -5.7;0; 90;0;1021.7;0
27595;2019; 1; 4;12; 2;0;0; -7.4;0; 90;0;1020.3;0
27595;2019; 1; 4;15; 2;0;0; -8.3;0; 89;0;1019.7;0
27595;2019; 1; 4;18; 1;0;0; -8.8;0; 90;0;1020.0;0
27595;2019; 1; 4;21; 2;0;0; -8.1;0; 90;0;1019.3;0
27595;2019; 1; 5; 0; 2;0;0; -7.4;0; 90;0;1018.5;0
27595;2019; 1; 5; 3; 2;0;0; -7.3;0; 90;0;1016.5;0
27595;2019; 1; 5; 6; 2;0;0; -7.3;0; 90;0;1014.7;0
27595;2019; 1; 5; 9; 3;0;0; -5.3;0; 91;0;1011.9;0
27595;2019; 1; 5;12; 2;0;0; -6.8;0; 89;0;1010.2;0
27595;2019; 1; 5;15; 1;0;0; -7.9;0; 89;0;1008.8;0
27595;2019; 1; 5;18; 1;0;0; -8.4;0; 89;0;1008.1;0
27595;2019; 1; 5;21; 1;0;0; -9.0;0; 89;0;1007.6;0
27595;2019; 1; 6; 0; 0;0;0; -8.8;0; 89;0;1008.3;0
27595;2019; 1; 6; 3; 1;0;0; -9.6;0; 91;0;1009.0;0
27595;2019; 1; 6; 6; 1;0;0; -9.2;0; 88;0;1011.2;0
27595;2019; 1; 6; 9; 2;0;0; -6.1;0; 85;0;1012.7;0
27595;2019; 1; 6;12; 2;0;0; -9.9;0; 88;0;1015.0;0
27595;2019; 1; 6;15; 2;0;0;-10.9;0; 86;0;1017.5;0
27595;2019; 1; 6;18; 3;0;0;-12.1;0; 82;0;1019.5;0
27595;2019; 1; 6;21; 3;0;0;-12.6;0; 84;0;1020.7;0
27595;2019; 1; 7; 0; 3;0;0;-13.7;0; 86;0;1022.0;0
27595;2019; 1; 7; 3; 2;0;0;-20.8;0; 85;0;1022.6;0
27595;2019; 1; 7; 6; 3;0;0;-19.7;0; 83;0;1023.2;0
27595;2019; 1; 7; 9; 3;0;0;-15.0;0; 83;0;1023.2;0
27595;2019; 1; 7;12; 1;0;0;-17.8;0; 83;0;1022.3;0
27595;2019; 1; 7;15; 1;0;0;-21.6;0; 83;0;1021.7;0
27595;2019; 1; 7;18; 1;0;0;-26.3;0; 82;0;1020.8;0
27595;2019; 1; 7;21; 1;0;0;-15.9;0; 85;0;1018.6;0
27595;2019; 1; 8; 0; 2;0;0;-16.0;0; 84;0;1017.7;0
27595;2019; 1; 8; 3; 3;0;0;-16.1;0; 84;0;1016.1;0
27595;2019; 1; 8; 6; 3;0;0;-15.2;0; 84;0;1015.1;0
27595;2019; 1; 8; 9; 3;0;0;-11.0;0; 85;0;1013.8;0
27595;2019; 1; 8;12; 2;0;0;-11.9;0; 87;0;1013.3;0
27595;2019; 1; 8;15; 3;0;0;-11.7;0; 85;0;1013.6;0
27595;2019; 1; 8;18; 2;0;0;-12.2;0; 85;0;1014.4;0
27595;2019; 1; 8;21; 2;0;0;-11.8;0; 83;0;1014.9;0
27595;2019; 1; 9; 0; 2;0;0;-11.4;0; 82;0;1016.2;0
27595;2019; 1; 9; 3; 2;0;0;-10.6;0; 86;0;1016.3;0
27595;2019; 1; 9; 6; 2;0;0;-10.1;0; 85;0;1018.0;0
27595;2019; 1; 9; 9; 2;0;0; -7.9;0; 80;0;1018.7;0
27595;2019; 1; 9;12; 2;0;0;-10.1;0; 78;0;1019.8;0
27595;2019; 1; 9;15; 2;0;0;-10.7;0; 78;0;1020.9;0
27595;2019; 1; 9;18; 2;0;0;-10.8;0; 78;0;1021.9;0
27595;2019; 1; 9;21; 1;0;0;-13.7;0; 77;0;1023.2;0
27595;2019; 1;10; 0; 2;0;0;-18.6;0; 81;0;1024.5;0
27595;2019; 1;10; 3; 1;0;0;-20.8;0; 85;0;1025.5;0
27595;2019; 1;10; 6; 1;0;0;-20.3;0; 85;0;1026.6;0
27595;2019; 1;10; 9; 1;0;0;-10.7;0; 81;0;1026.6;0
27595;2019; 1;10;12; 1;0;0; -9.9;0; 86;0;1026.6;0
27595;2019; 1;10;15; 1;0;0; -9.0;0; 91;0;1026.2;0
27595;2019; 1;10;18; 1;0;0; -8.4;0; 89;0;1025.3;0
27595;2019; 1;10;21; 1;0;0; -8.8;0; 89;0;1024.5;0
27595;2019; 1;11; 0; 1;0;0;-10.9;0; 91;0;1023.8;0
27595;2019; 1;11; 3; 1;0;0;-14.8;0; 86;0;1022.3;0
27595;2019; 1;11; 6; 1;0;0;-10.0;0; 84;0;1021.6;0
27595;2019; 1;11; 9; 2;0;0; -7.2;0; 79;0;1020.4;0
27595;2019; 1;11;12; 2;0;0; -9.9;0; 79;0;1018.7;0
27595;2019; 1;11;15; 1;0;0;-11.6;0; 86;0;1017.1;0
27595;2019; 1;11;18; 3;0;0;-12.7;0; 85;0;1015.2;0
27595;2019; 1;11;21; 2;0;0;-10.7;0; 86;0;1012.3;0
27595;2019; 1;12; 0; 3;0;0;-11.8;0; 86;0;1009.4;0
27595;2019; 1;12; 3; 3;0;0;-11.7;0; 85;0;1005.8;0
27595;2019; 1;12; 6; 2;0;0;-10.8;0; 85;0;1003.6;0
27595;2019; 1;12; 9; 3;0;0; -6.7;0; 82;0;1001.5;0
27595;2019; 1;12;12; 1;0;0; -8.0;0; 83;0;1000.0;0
